https://livedoor.blogimg.jp/jigokuno_misawa/ecdd5461imgs/7/b/7bf26601-s.gif,お金がナイなりニいい部屋デスネ～お金がナイなりニいい部屋デスネ～,欧米人(しかも金持ち)(40)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/c/e/cee29f68-s.gif,俺は先方がなに言ってたか全然分かってないし先方も俺が全然理解してないことを分かってるんだぜ,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/e/c/ecdd5461-s.gif,今の一発はなぁ！お前を正論で叩きのめして気持ちよくなったことで、過剰にやっちまった分だー！,健二(33)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/0/6/063d08d0-s.gif,今年も一年、元気でサボれますように,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/c/b/cbda2198-s.gif,あっ今心を開くのが怖い今センスある今センスあるよ,エンジェル(19)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/8/e/8e69978d-s.gif,渋谷外に住んでるやつを殺しても問われるんだぜ罪に！問われるんだぜ罪に！,TATTSU(22)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/9/c/9c6cbe27-s.gif,アナタの大切にしてイル夢や目標金ならいくらデモやるんデ諦めてくだサーイ,欧米人(しかも金持ち)(40)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/c/3cd67583-s.gif,さっき女子が話してたバンドあるじゃん？俺知ってた,4組の関口(18)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/8/c/8c0addbb-s.gif,どんだけ歳を重ねようが言ってやるよ…！今やろうと思ってたのに！,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/4/e/4e028e97-s.gif,お前の名前地方の可能性じゃなかったっけ…？,しげもり(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/9/9/99c293e0-s.gif,すいませんそこの塀に地方の可能性って落書きしてもいいですか？,しげもり(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/d/3d112cf6-s.gif,なんで…なんで土属性なのに都心に引っ越してきたんだ！,健二(33)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/3/7325f6cf-s.gif,チェスで例えようかな？,キング(20)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/2/8/28b30eea-s.gif,最近買ったものカバンとひんしゅく,猛獣(25)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/e/9/e91b31de-s.gif,みんなが感情的になってた時俺は人間って面白いなーって思ってた,キング(20)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/2/6/263d3fb2-s.gif,それじゃあ…社史に残るミスした話するか,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/0/9/092191f3-s.gif,あれ…？太陽って渋谷以外も照らしてんの？意味ある？,TATTSU(22)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/4/74bb2a02-s.gif,隠しとるね…？ひたむきで真面目な心を,チーポー(2)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/4/1/41939fe5-s.gif,眠れなくてね明日動物病院だと思うと,チーポー(2)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/f/b/fbf3ed07-s.gif,噛み癖が直らんのだよ権力にたいしては,チーポー(2)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/a/9/a94e2b61-s.gif,ふと人が醜く嫉妬する姿ガ見たくなったノデアナタの友達全員ニ1000万渡しマシタ,欧米人(しかも金持ち)(40)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/d/b/db402dfb-s.gif,先々週に送ってもらったファイル開けません！,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/2/6/2681021d-s.gif,早寝早起きのやつはセンスない,エンジェル(19)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/8/7/87144918-s.gif,うわぁぁぁぁー！化物だぁぁぁぁ！ごごめん 今日の着こなしについて話す前に挨拶されたからびっくりしちゃって,コウヘイ(26)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/a/c/ac5a2d0a-s.gif,永遠ノ愛を誓ッタお二人今からココニ1000万ずつ乗セテくノデ別れてもイイといウ金額になったら手をアゲテクダサイ先に手をアゲタ方が総取りデース,欧米人(しかも金持ち)(40)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/6/d/6d53b114-s.gif,気持ちの強さという強さもあると貴様には教えられたなまあ私が貴様を殴ったら一撃死するからそんなの関係ないのだけれども,ソドム(29)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/b/b/bb3cf6bf-s.gif,じゃあ俺が遅刻しなかったとしてそれが会社の利益になるんですか？,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/f/4/f4f40654-s.gif,あえて不参加で俺が人狼やると泣くヤツ出ちゃうし,キング(20)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/8/4/84a9e6ec-s.gif,俺はお前に絶対勝つ…！お前が驕りがちなパワータイプである限り…！,健二(33)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/b/0/b09eee83-s.gif,毒舌解禁していい？,猛獣(25)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/0/3/03dad962-s.gif,君のこと考えると夜も眠れないんだまあ結局寝るけどね特に疲れてる日は速攻寝る,PHENIX(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/d/1/d13ee3d9-s.gif,お前もハロウィンに参加しろ！祝日を…祝日を増やすんだ！,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/5/0/502343a0-s.gif,俺は一回も女子にカバンがパンパンなとこを見られたことがない,4組の関口(18)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/b/6/b6e773d7-s.gif,俺はキーボードを打つだけで「嘘つけ！」って怒られる段階に達している,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/4/4/442236a1-s.gif,女子が後ろ通るの俺が一番気付いてるけど？,4組の関口(18)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/d/e/de5350d0-s.gif,俺は「ふ～ん…」って言っただけ過敏にならないでくれる？,キング(20)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/f/2/f281eb7e-s.gif,完成した…！めっちゃ笑える替え歌が完成した！,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/0/c/0c73e2df-s.gif,今からネットで貧民カラ結構怒られるコトを言いマスガカネやるのでナントカ私を守ってみてクダサーイ,欧米人(しかも金持ち)(40)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/a/3/a3adf740-s.gif,人と交わる時にしてる演技の量が多いほどセンスがある,エンジェル(19)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/a/e/aeea2d6c-s.gif,さっさっさ！光を奪うぞさっさっさ！光を奪うぞ,弾平(39)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/8/b/8b0dd316-s.gif,ンン～ギリ合格っ実はお前のコメント次第では今日は裏メニュー無しかなって思ってた,小松っち(24)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/e/7/e74536de-s.gif,よかった全員分の仕事がある…俺がミスで仕事増やしたから…,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/f/0/f0134f93-s.gif,私に弱点があるとしたら私がそこを突いて私は死ぬ,ソドム(29)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/f/d/fda6210c-s.gif,綻び見つけた数,キング(20)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/c/7/c7366e5b-s.gif,これおいらの金塊,日銀のトップ(60)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/e/f/ef60f98b-s.gif,ほら！ぼくのちんちんを見て村人が集まってきましたよ！,ちんちんでか男(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/f/7ff4dbe2-s.gif,君の顔面好きだよその顔面に見つめられたらドキドキが止まらないよ君の顔面をずっと見つめていたいんだ,PHENIX(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/0/1/01b6cb78-s.gif,死よりも怖ろしいもの…？まさか…性格のいい女子からの悪口…？,健二(33)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/6/36fa3c25-s.gif,俺が荷物を持とうか？俺に盗まれるよりいいだろ？,とん平(24)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/2/0/20be2a48-s.gif,2083,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/1/9/19cde0ad-s.gif,ち～ほ～う～の～か～の～う～せ～い！,しげもり(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/d/e/de488dc5-s.gif,癌かどうか当てて！おれいま癌かどうか当てて！,弾平(39)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/d/b/db6961fa-s.gif,あっはい地獄へと通じる門を塞いでます,村雨(37)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/f/8/f8e0a113-s.gif,貴方や貴方の旦那さんの事は一切知らないけど旦那さんのお墓を毎日毎日毎日毎日ピッカピカになるまで磨いてるんですよ,弾平(39)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/0/d/0dffe370-s.gif,どんな単語でも全て地方の可能性に繋げることができます,しげもり(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/9/9/996712f2-s.gif,もう争うのはよそうこの戦い注目されてないし注目されてなさすぎてなんか体調悪くなってきたし,健二(33)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/d/9/d98a8298-s.gif,俺ってかなりイタリアの風吹いてるけど不法滞在じゃないのかな？,ミラージュ(35)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/9/4/94fbd483-s.gif,課長マジで怒られるの覚悟で言いますけどすげー画期的なイス寝の仕方発見したんで見てもらえますか？,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/6/d/6da1a73e-s.gif,お前冷酷な殺人鬼って言われた時ちょっと嬉しそうな顔してただろ,健二(33)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/5/3598b5e4-s.gif,ざ～んねんっオレは曲じゃなくて人間だぜ,KAZ(32)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/4/3430c7f7-s.gif,アルカリ性の液体をカリスマ性の俺が見つめる,KAZ(32)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/f/3ffe1d3b-s.gif,今ここを３メートルある男が通ったら死ぬ,ソドム(29)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/e/1/e1eef96c-s.gif,ついて来るな…！会社での俺を見られる訳にはいかない…！,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/a/3/a3e5c826-s.gif,はあ…今日の俺の椅子引く音でかすぎたよな…？,4組の関口(18)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/5/1/51105ec5-s.gif,キミはキミの財布を自分のだと思ってて僕はキミの財布を僕のだと思ってるてことはこの財布の半分は僕のものってことかい？,とん平(24)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/4/74964056-s.gif,じゃあ師走になんにもするなって言われたことあるか？,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/4/e/4e229c99-s.gif,友達が少ないやつの友情だけが本物,エンジェル(19)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/4/34db5d4e-s.gif,わかんない？足元を見てるのさ,キング(20)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/d/f/df08a923-s.gif,ネトゲ一旦やめてソシャゲで休憩しよ,ナイト(25)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/5/4/54390df1-s.gif,少し昼寝した方が効率がいいという記事を今日は４時間眺めました,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/0/3/032b7f3b-s.gif,まっ根っこが狩猟民族なぁんしょ～な,猛獣(25)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/d/4/d4a2cf6c-s.gif,母親のお腹を蹴破って出てきた悪魔のような子供のお腹を蹴破って出てくることもあるということを忘れないでよ,ソドム(29)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/b/b/bb74b154-s.gif,これを機に起業してみたら？,しげもり(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/f/5/f5769f37-s.gif,俺っ！地元の奴らに伝えてくよ！出身が渋谷に近くなくても飯とか食うってこと！,TATTSU(22)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/a/3/a3395270-s.gif,俺は出身が渋谷に近いことを鼻にかけすぎていたかもな出身が渋谷に近くなくてもギリギリ人間なんだな…,TATTSU(22)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/5/7589493e-s.gif,罪の無い人間を傷つけていいのはインターネットだけだぁー！,健二(33)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/e/4/e48206d6-s.gif,ここにねこのおもしろドジ動画がたくさん入っているがそれでも撃てるか…？,猫の使い手・シン(18)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/1/4/147affbf-s.gif,自宅の火事でチャーハン作るやつ、ウケねぇ～！,弾平(39)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/0/3090c45f-s.gif,こら！落石に注意してるだけでは私に殺されることになるじゃないか！,ソドム(29)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/f/d/fd432b67-s.gif,ごーめん先に謝っとくわ今日俺絶好調,猛獣(25)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/8/7838acc9-s.gif,説教中課長に向かって一瞬ダッシュしてみるからちょっと見てて！,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/c/d/cd41f11c-s.gif,緊張シタ時ハ人とイウ文字を手に描イテトリュフを食べマース！,欧米人(しかも金持ち)(40)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/9/5/953e64af-s.gif,肉球のユーザーを無視しとる,チーポー(2)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/3/c/3c7305a3-s.gif,地元の方ですかー？僕ら東京から来てて渋谷の方が上だぞって言って回ってるんですよー,TATTSU(22)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/2/9/2994d30c-s.gif,ふ～ん…お前器用にやってるんだ～え？別に？なんでもないけど？,猛獣(25)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/e/c/ecd0f973-s.gif,なかなかやるな…しかし私は運動神経が良いので斬られても大丈夫だ,ソドム(29)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/2/3/23cf7fac-s.gif,遅刻を確認して、いっそのこと飯をしっかり食べてから行こうと決めた時とても穏やかな気持ちになります,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/1/f/1fdb1086-s.gif,はやく来いよ！俺んち火事だぜ！,弾平(39)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/4/5/45ccc339-s.gif,怒りに任せテぶん殴リマシタけどトリュフを握り込んデいたのデセーフデス！,欧米人(しかも金持ち)(40)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/0/f/0f522bf9-s.gif,誕生日？西暦のどっか！,弾平(39)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/d/7d164d19-s.gif,俺の心に鍵をかけたからおまえら必死で開けようとしろ,エンジェル(19)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/a/4/a4cfbc61-s.gif,私は無人島に１つだけじゃなくたくさん持っていける力持ちだからだ,ソドム(29)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/1/f/1f4ad911-s.gif,環境を整えろ俺は俺に頼んだ方も悪いという環境を作り上げた,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/5/e/5e4672d7-s.gif,休みの日ですか？まあだいたい誰も見たことない未来の話をしてますね,しげもり(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/e/3/e365aadd-s.gif,これ全部座薬！,弾平(39)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/0/70d73901-s.gif,結局僕らの周りに居るのって発想がぶっとんだ人ばかりじゃないですか～,しげもり(30)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/2/4/2455afca-s.gif,メロスは走った私はその１メートル前をずーっと走った,ソドム(29)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/8/6/868b5658-s.gif,怒られてる間ずっとこのポーズで居たけどやっぱ怒られるな,masa(34)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/4/6/46f27867-s.gif,琵琶湖うめ～！,弾平(39)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/a/5/a5c13122-s.gif,君の下へいつでも駆けつけるよそれに今ここに２万円を置いてくれたらもっと駆けつけるもっともっと駆けつけるよ,とん平(24)
https://livedoor.blogimg.jp/jigokuno_misawa/imgs/7/b/7bf26601-s.gif,お金がナイなりニいい部屋デスネ～お金がナイなりニいい部屋デスネ～,欧米人(しかも金持ち)(40)
